DateTime,Temperature,Humidity,Weather,Rain
2026-05-18 18:00:00,29.99,79,Clouds,0
2026-05-18 21:00:00,29.71,76,Clouds,0
2026-05-19 00:00:00,29.14,75,Clouds,0
2026-05-19 03:00:00,28.97,72,Clouds,0
2026-05-19 06:00:00,29.25,71,Clouds,0
2026-05-19 09:00:00,29.63,71,Clouds,0
2026-05-19 12:00:00,29.66,72,Clouds,0
2026-05-19 15:00:00,29.43,75,Clear,0
